Brand,Account Type,Customer Num & Company,Area,Chain,Company & Address,City,Product Num & Name,Package,"Address, City, State & Zip",License Type,Container Type,Appellation,Company,Location,Year Weeks,Instagram Handle,Notes about account,Notes & Description,Cases,Full Price
FAB Johnny Get Your Raygun,Sale,2758 Biagio's Pizzeria & Bar,Sales RI,Independent,"Biagio's Pizzeria & Bar, 970 Douglas Pike, Smithfield, RI 02917",Smithfield,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"970 Douglas Pike, Smithfield, RI 02917",Is Null,Aluminum Can,Is Null,Biagio's Pizzeria & Bar,Rhode Island,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2799 The Brew Shoppe,Sales Maine,Independent,"The Brew Shoppe, 191 Emery Mills Rd, Shapleigh, ME 04076",Shapleigh,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"191 Emery Mills Rd, Shapleigh, ME 04076",Is Null,Aluminum Can,Is Null,The Brew Shoppe,Maine,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2820 Jamie's Variety,Sales MA,Patel Group,"Jamie's Variety, 113 H St, South Boston, MA 02127",South Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"113 H St, South Boston, MA 02127",Is Null,Aluminum Can,Is Null,Jamie's Variety,Massachusetts,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2829 The Wine Emporium - Tremont,Sales MA,Milton Group,"The Wine Emporium - Tremont, 607 Tremont St, Boston, MA 02118",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"607 Tremont St, Boston, MA 02118",Is Null,Aluminum Can,Is Null,The Wine Emporium - Tremont,Massachusetts,2020 39,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2829 The Wine Emporium - Tremont,Sales MA,Milton Group,"The Wine Emporium - Tremont, 607 Tremont St, Boston, MA 02118",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"607 Tremont St, Boston, MA 02118",Is Null,Aluminum Can,Is Null,The Wine Emporium - Tremont,Massachusetts,2020 44,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2829 The Wine Emporium - Tremont,Sales MA,Milton Group,"The Wine Emporium - Tremont, 607 Tremont St, Boston, MA 02118",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"607 Tremont St, Boston, MA 02118",Is Null,Aluminum Can,Is Null,The Wine Emporium - Tremont,Massachusetts,2020 46,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2831 One Stop Liquors - Millis,Sales MA,Independent,"One Stop Liquors - Millis, 979 Main St, Millis, MA 02054",Millis,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"979 Main St, Millis, MA 02054",Is Null,Aluminum Can,Is Null,One Stop Liquors - Millis,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2832 Karen Haxton's Kent Liquors,Sales RI,Independent,"Karen Haxton's Kent Liquors, 2334 West Shore Rd, Warwick, RI 02889",Warwick,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"2334 West Shore Rd, Warwick, RI 02889",Is Null,Aluminum Can,Is Null,Karen Haxton's Kent Liquors,Rhode Island,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,2835 Den Rock Wine and Spirits,Sales MA Seaboard,Independent,"Den Rock Wine and Spirits, 54 Peters St, North Andover, MA 01845",North Andover,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"54 Peters St, North Andover, MA 01845",Is Null,Aluminum Can,Is Null,Den Rock Wine and Spirits,Massachusetts,2020 46,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,2850 Roslindale Liquors,Sales MA,Patel Group,"Roslindale Liquors, 23 Corinth St, Roslindale, MA 02131",Roslindale,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"23 Corinth St, Roslindale, MA 02131",Is Null,Aluminum Can,Is Null,Roslindale Liquors,Massachusetts,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2850 Roslindale Liquors,Sales MA,Patel Group,"Roslindale Liquors, 23 Corinth St, Roslindale, MA 02131",Roslindale,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"23 Corinth St, Roslindale, MA 02131",Is Null,Aluminum Can,Is Null,Roslindale Liquors,Massachusetts,2020 51,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2857 Gil's Grocery,Sales MA Seaboard,Independent,"Gil's Grocery, 36 Main St, Topsfield, MA 01983",Topsfield,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"36 Main St, Topsfield, MA 01983",Is Null,Aluminum Can,Is Null,Gil's Grocery,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2859 J. Shields Fine Wine,Sales MA,Independent,"J. Shields Fine Wine, 100A Washington St, Canton, MA 02021",Canton,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"100A Washington St, Canton, MA 02021",Is Null,Aluminum Can,Is Null,J. Shields Fine Wine,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2860 Valley Liquors,Sales MA Seaboard,Patel Group,"Valley Liquors, 291 Merrimack St #D, Methuen, MA 01844",Methuen,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"291 Merrimack St #D, Methuen, MA 01844",Is Null,Aluminum Can,Is Null,Valley Liquors,Massachusetts,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2865 Elliot St Beer & Wine Market,Sales MA Seaboard,Independent,"Elliot St Beer & Wine Market, 242 Elliot St, Beverly, MA 01915",Beverly,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"242 Elliot St, Beverly, MA 01915",Is Null,Aluminum Can,Is Null,Elliot St Beer & Wine Market,Massachusetts,2020 33,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2865 Elliot St Beer & Wine Market,Sales MA Seaboard,Independent,"Elliot St Beer & Wine Market, 242 Elliot St, Beverly, MA 01915",Beverly,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"242 Elliot St, Beverly, MA 01915",Is Null,Aluminum Can,Is Null,Elliot St Beer & Wine Market,Massachusetts,2020 36,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2875 Woody's Liquor Revere,Sales MA,Patel Group,"Woody's Liquor Revere, 266 Broadway, Revere, MA 02151",Revere,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"266 Broadway, Revere, MA 02151",Is Null,Aluminum Can,Is Null,Woody's Liquor Revere,Massachusetts,2020 47,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2890 Town Landing Market,Sales Maine,Independent,"Town Landing Market, 269 Foreside Rd, Falmouth, ME 04105",Falmouth,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"269 Foreside Rd, Falmouth, ME 04105",Is Null,Aluminum Can,Is Null,Town Landing Market,Maine,2020 36,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2893 Capitol Liquors,Sales RI,Independent,"Capitol Liquors, 811 Park Ave, Cranston, RI 02910",Cranston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"811 Park Ave, Cranston, RI 02910",Is Null,Aluminum Can,Is Null,Capitol Liquors,Rhode Island,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2906 Waterside Market & La Soffitta,Sales MA Cape & Islands,Independent,"Waterside Market & La Soffitta, 82 Main St, Vineyard Haven, MA 02568",Vineyard Haven,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"82 Main St, Vineyard Haven, MA 02568",Is Null,Aluminum Can,Is Null,Waterside Market & La Soffitta,Massachusetts,2020 36,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 32,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 35,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 38,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 41,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 44,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,291 Lincoln Liquors - Billerica,Sales MA Seaboard,Lincoln Liquors,"Lincoln Liquors - Billerica, 199 Boston Rd, Suite 5, Billerica, MA 01862",Billerica,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"199 Boston Rd, Suite 5, Billerica, MA 01862",Is Null,Aluminum Can,Is Null,Lincoln Liquors - Billerica,Massachusetts,2020 48,Is Null,Slow store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2911 Harwich Mobil,Sales MA Eastern Cape,Independent,"Harwich Mobil, 173 Pleasant Lake Drive, Harwich, MA 02645",Harwich,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"173 Pleasant Lake Drive, Harwich, MA 02645",Is Null,Aluminum Can,Is Null,Harwich Mobil,Massachusetts,2020 36,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2911 Harwich Mobil,Sales MA Eastern Cape,Independent,"Harwich Mobil, 173 Pleasant Lake Drive, Harwich, MA 02645",Harwich,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"173 Pleasant Lake Drive, Harwich, MA 02645",Is Null,Aluminum Can,Is Null,Harwich Mobil,Massachusetts,2020 40,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2922 Supreme Liquors - Cambridge,Sales MA,Independent,"Supreme Liquors - Cambridge, 600 Mass Ave, Cambridge, MA 02139",Cambridge,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"600 Mass Ave, Cambridge, MA 02139",Is Null,Aluminum Can,Is Null,Supreme Liquors - Cambridge,Massachusetts,2020 45,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2926 North Yarmouth Variety,Sales Maine,Independent,"North Yarmouth Variety, 2 Walnut Hill Commons, North Yarmouth, ME 04097",North Yarmouth,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"2 Walnut Hill Commons, North Yarmouth, ME 04097",Is Null,Aluminum Can,Is Null,North Yarmouth Variety,Maine,2020 37,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2929 Wells Super Food Market,Sales Maine,Independent,"Wells Super Food Market, 1517 Post Rd, Wells, ME 04090",Wells,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"1517 Post Rd, Wells, ME 04090",Is Null,Aluminum Can,Is Null,Wells Super Food Market,Maine,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,293 Leary's Fine Wines - Newburyport,Sales MA Seaboard,Leary's Fine Wines,"Leary's Fine Wines - Newburyport, 202 Merrimac St., Newburyport, MA 01950",Newburyport,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"202 Merrimac St., Newburyport, MA 01950",Is Null,Aluminum Can,Is Null,Leary's Fine Wines - Newburyport,Massachusetts,2020 32,Is Null,Top Account - hook up with all good stuff,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,2935 Sea & Cellar,Sales MA Seaboard,Independent,"Sea & Cellar, 21 Dock Square, #3, Rockport, MA 01966",Rockport,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"21 Dock Square, #3, Rockport, MA 01966",Is Null,Aluminum Can,Is Null,Sea & Cellar,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,294 Quality Liquors,Sales MA Seaboard,Independent,"Quality Liquors, 5 Gedney St., Salem, MA 01970",Salem,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"5 Gedney St., Salem, MA 01970",Is Null,Aluminum Can,Is Null,Quality Liquors,Massachusetts,2020 32,Is Null,Small store,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,2966 Beachway Beer & Wine,Sales MA,Patel Group,"Beachway Beer & Wine, 40 Furlong Dr, Revere, MA 02151",Revere,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"40 Furlong Dr, Revere, MA 02151",Is Null,Aluminum Can,Is Null,Beachway Beer & Wine,Massachusetts,2020 47,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,3007 Cape Cod Coffee,Sales MA Cape & Islands,Independent,"Cape Cod Coffee, 10 Evergreen Circle, Mashpee, MA 02649",Mashpee,9270 FAB Johnny Get Your Raygun DDH IPA 5.2,5.2gal Keg,"10 Evergreen Circle, Mashpee, MA 02649",Is Null,Carto Can,Is Null,Cape Cod Coffee,Massachusetts,2020 36,@capecodcoffee,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$109.00
FAB Johnny Get Your Raygun,Sale,3054 Finn's,Sales MA Cape & Islands,Independent,"Finn's, 16 Barnstable Rd, Hyannis, MA 02601",Hyannis,9270 FAB Johnny Get Your Raygun DDH IPA 5.2,5.2gal Keg,"16 Barnstable Rd, Hyannis, MA 02601",Is Null,Carto Can,Is Null,Finn's,Massachusetts,2020 36,finns.cbth,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$109.00
FAB Johnny Get Your Raygun,Sale,310 Maverick's,Sales MA,Independent,"Maverick's, 154 Maverick St., East Boston, MA 02128",East Boston,9267 FAB Johnny Get Your Raygun DDH IPA 15.5,15.5gal Keg,"154 Maverick St., East Boston, MA 02128",Is Null,Carto Can,Is Null,Maverick's,Massachusetts,2020 33,Is Null,Check Reminders - Aeronaut Casks,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$249.00
FAB Johnny Get Your Raygun,Sale,319 Thistle & Shamrock,Sales MA,Independent,"Thistle & Shamrock, 62 Walden St., Cambridge, MA 02140",Cambridge,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"62 Walden St., Cambridge, MA 02140",Is Null,Aluminum Can,Is Null,Thistle & Shamrock,Massachusetts,2020 38,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,3.00,$255.00
FAB Johnny Get Your Raygun,Sale,3203 Salem Liquors - North St,Sales MA Seaboard,Independent,"Salem Liquors - North St, 128 North St, Salem, MA 01970",Salem,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"128 North St, Salem, MA 01970",Is Null,Aluminum Can,Is Null,Salem Liquors - North St,Massachusetts,2020 47,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,3.00,$255.00
FAB Johnny Get Your Raygun,Sale,3204 Marlborough Liquor Market,Sales MA,Independent,"Marlborough Liquor Market, 45 Massachusetts Ave, Boston, MA 02115",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"45 Massachusetts Ave, Boston, MA 02115",Is Null,Aluminum Can,Is Null,Marlborough Liquor Market,Massachusetts,2020 41,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,323 Soma,Sales MA Seaboard,Independent,"Soma, 256 Cabot St., Beverly, MA 00000",Beverly,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"256 Cabot St., Beverly, MA 00000",Is Null,Aluminum Can,Is Null,Soma,Massachusetts,2020 41,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,329 Drum Hill Liquors,Sales MA Seaboard,Independent,"Drum Hill Liquors, 83 Parkhurst Rd # 18, Chelmsford, MA 01824",Chelmsford,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"83 Parkhurst Rd # 18, Chelmsford, MA 01824",Is Null,Aluminum Can,Is Null,Drum Hill Liquors,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,33 Kappy's - Medford,Sales MA,Kappy's,"Kappy's - Medford, 10 Revere Beach Parkway, Medford, MA 02155",Medford,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"10 Revere Beach Parkway, Medford, MA 02155",Is Null,Aluminum Can,Is Null,Kappy's - Medford,Massachusetts,2020 35,Is Null,Craft section is being turned around,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,337 Eataly Cantina,Sales MA,Independent,"Eataly Cantina, 800 Boylston Street, Boston, MA 02199",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"800 Boylston Street, Boston, MA 02199",Is Null,Aluminum Can,Is Null,Eataly Cantina,Massachusetts,2020 45,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,337 Eataly Cantina,Sales MA,Independent,"Eataly Cantina, 800 Boylston Street, Boston, MA 02199",Boston,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"800 Boylston Street, Boston, MA 02199",Is Null,Aluminum Can,Is Null,Eataly Cantina,Massachusetts,2020 47,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%, (1.00),($85.00)
FAB Johnny Get Your Raygun,Sale,340 Colonial Spirits of Acton,Sales MA,Colonial Spirits,"Colonial Spirits of Acton, 87 Great Road (Rte 2A), Acton, MA 01720",Acton,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"87 Great Road (Rte 2A), Acton, MA 01720",Is Null,Aluminum Can,Is Null,Colonial Spirits of Acton,Massachusetts,2020 36,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,347 Downtown Wine & Spirits - Somerville,Sales MA,Downtown Wine & Spirits,"Downtown Wine & Spirits - Somerville, 225 Elm St., Somerville, MA 02144",Somerville,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"225 Elm St., Somerville, MA 02144",Is Null,Aluminum Can,Is Null,Downtown Wine & Spirits - Somerville,Massachusetts,2020 33,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,350 Tamarack Wine & Spirits,Sales MA LKnife Territory,Independent,"Tamarack Wine & Spirits, 157 Bedford St, Lakeville, MA 02347",Lakeville,9270 FAB Johnny Get Your Raygun DDH IPA 5.2,5.2gal Keg,"157 Bedford St, Lakeville, MA 02347",Is Null,Carto Can,Is Null,Tamarack Wine & Spirits,Massachusetts,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$109.00
FAB Johnny Get Your Raygun,Sale,350 Tamarack Wine & Spirits,Sales MA LKnife Territory,Independent,"Tamarack Wine & Spirits, 157 Bedford St, Lakeville, MA 02347",Lakeville,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"157 Bedford St, Lakeville, MA 02347",Is Null,Aluminum Can,Is Null,Tamarack Wine & Spirits,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,355 Nasty Nonni's Wine & Spirits,Sales MA Seaboard,Independent,"Nasty Nonni's Wine & Spirits, 325 Main St., Saugus, MA 01906",Saugus,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"325 Main St., Saugus, MA 01906",Is Null,Aluminum Can,Is Null,Nasty Nonni's Wine & Spirits,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,356 Cooper's Corner,Sales Western MA,Independent,"Cooper's Corner, 31 Main St., Florence, MA 01062",Florence,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"31 Main St., Florence, MA 01062",Is Null,Aluminum Can,Is Null,Cooper's Corner,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,356 Cooper's Corner,Sales Western MA,Independent,"Cooper's Corner, 31 Main St., Florence, MA 01062",Florence,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"31 Main St., Florence, MA 01062",Is Null,Aluminum Can,Is Null,Cooper's Corner,Massachusetts,2020 34,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,371 Charlestown Liquors,Sales MA,Independent,"Charlestown Liquors, 10 Thompson Square, Charlestown, MA 02129",Charlestown,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"10 Thompson Square, Charlestown, MA 02129",Is Null,Aluminum Can,Is Null,Charlestown Liquors,Massachusetts,2020 38,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,387 Westford Wine and Spirits,Sales MA Seaboard,Independent,"Westford Wine and Spirits, 9 Cornerstone Sq, Westford, MA 01886",Westford,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"9 Cornerstone Sq, Westford, MA 01886",Is Null,Aluminum Can,Is Null,Westford Wine and Spirits,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,2.00,$170.00
FAB Johnny Get Your Raygun,Sale,397 The Beer Shop,Sales Western MA,Independent,"The Beer Shop, 33 Harkness Ave, East Longmeadow, MA 01028",East Longmeadow,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"33 Harkness Ave, East Longmeadow, MA 01028",Is Null,Aluminum Can,Is Null,The Beer Shop,Massachusetts,2020 33,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
FAB Johnny Get Your Raygun,Sale,399 Morrissey Blvd Wine and Spirits,Sales MA Dorchester,Jay Patel Group,"Morrissey Blvd Wine and Spirits, 711 William T Morrissey Blvd, Dorchester, MA 02122",Dorchester,9271 FAB Johnny Get Your Raygun DDH IPA 6/4/16,6/4 pack/16 Can,"711 William T Morrissey Blvd, Dorchester, MA 02122",Is Null,Aluminum Can,Is Null,Morrissey Blvd Wine and Spirits,Massachusetts,2020 32,Is Null,Is Null,NE style IPA w/ citra/galaxy/mosaic. 9%,1.00,$85.00
