Brand,Account Type,Customer Num & Company,Area,Chain,Company & Address,City,Product Num & Name,Package,"Address, City, State & Zip",License Type,Container Type,Appellation,Company,Location,Year Weeks,Instagram Handle,Notes about account,Notes & Description,Cases,Full Price
FAB 100,Sale,1420 Cardullo's - Seaport,Sales MA,Cardullo's,"Cardullo's - Seaport, 99 Seaport Blvd, Boston, MA 02210",Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"99 Seaport Blvd, Boston, MA 02210",Is Null,Aluminum Can,Is Null,Cardullo's - Seaport,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1422 Marcorelles Fine Wine and Craft Beer,Sales MA Seaboard,Independent,"Marcorelles Fine Wine and Craft Beer, 30 Central St, Ipswich, MA 01938",Ipswich,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"30 Central St, Ipswich, MA 01938",Is Null,Aluminum Can,Is Null,Marcorelles Fine Wine and Craft Beer,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1422 Marcorelles Fine Wine and Craft Beer,Sales MA Seaboard,Independent,"Marcorelles Fine Wine and Craft Beer, 30 Central St, Ipswich, MA 01938",Ipswich,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"30 Central St, Ipswich, MA 01938",Is Null,Aluminum Can,Is Null,Marcorelles Fine Wine and Craft Beer,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1428 Our Market,Sales MA Cape & Islands,Independent,"Our Market, 1 EASTCHOP DRIVE, Oak Bluffs, MA 02557",Oak Bluffs,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1 EASTCHOP DRIVE, Oak Bluffs, MA 02557",Is Null,Aluminum Can,Is Null,Our Market,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1450 The Liquor Shop,Sales MA Seaboard,Independent,"The Liquor Shop, 1201 Bridge Street, Lowell, MA 01850",Lowell,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1201 Bridge Street, Lowell, MA 01850",Is Null,Aluminum Can,Is Null,The Liquor Shop,Massachusetts,2020 16,Is Null,"New store, next to Market Basket, should be good",NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1450 The Liquor Shop,Sales MA Seaboard,Independent,"The Liquor Shop, 1201 Bridge Street, Lowell, MA 01850",Lowell,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1201 Bridge Street, Lowell, MA 01850",Is Null,Aluminum Can,Is Null,The Liquor Shop,Massachusetts,2020 19,Is Null,"New store, next to Market Basket, should be good",NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1457 The Shanty (KAN LLC),Sales RI,Independent,"The Shanty (KAN LLC), 3854 Post RD, Warwick, RI 02886",Warwick,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"3854 Post RD, Warwick, RI 02886",Is Null,Aluminum Can,Is Null,The Shanty (KAN LLC),Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,147 Wine Press Brookline,Sales MA,Independent,"Wine Press Brookline, 1024 Beacon Street, Brookline, MA 02446",Brookline,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1024 Beacon Street, Brookline, MA 02446",Is Null,Aluminum Can,Is Null,Wine Press Brookline,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1496 Atwood Wine & Spirits (MAB Liquors LTD),Sales RI,WS Retailers RI,"Atwood Wine & Spirits (MAB Liquors LTD), 426 Atwood Avenue, Cranston, RI 02920",Cranston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"426 Atwood Avenue, Cranston, RI 02920",Is Null,Aluminum Can,Is Null,Atwood Wine & Spirits (MAB Liquors LTD),Rhode Island,2020 22,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1502 Stony Brook Wine & Spirits,Sales MA,Independent,"Stony Brook Wine & Spirits, 80 Boylston Street, Jamaica Plain, MA 02130",Jamaica Plain,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"80 Boylston Street, Jamaica Plain, MA 02130",Is Null,Aluminum Can,Is Null,Stony Brook Wine & Spirits,Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1529 Nantucket Wine & Spirits,Sales MA Cape & Islands,Independent,"Nantucket Wine & Spirits, 31 Sparks Avenue, Nantucket, MA 02554",Nantucket,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"31 Sparks Avenue, Nantucket, MA 02554",Is Null,Aluminum Can,Is Null,Nantucket Wine & Spirits,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1565 The Savory Grape,Sales RI,Independent,"The Savory Grape, 1000 Division Street Unit 130, East Greenwich, RI 02818",East Greenwich,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1000 Division Street Unit 130, East Greenwich, RI 02818",Is Null,Aluminum Can,Is Null,The Savory Grape,Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1565 The Savory Grape,Sales RI,Independent,"The Savory Grape, 1000 Division Street Unit 130, East Greenwich, RI 02818",East Greenwich,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1000 Division Street Unit 130, East Greenwich, RI 02818",Is Null,Aluminum Can,Is Null,The Savory Grape,Rhode Island,2020 25,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,159 Andover Classic Wines,Sales MA Seaboard,Independent,"Andover Classic Wines, 209 N Main St., Andover, MA 01810",Andover,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"209 N Main St., Andover, MA 01810",Is Null,Aluminum Can,Is Null,Andover Classic Wines,Massachusetts,2020 16,Is Null,Second Fiddle Customer,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,160 Jerry's Liquors,Sales MA,Independent,"Jerry's Liquors, 329 Somerville Ave., Somerville, MA 02143",Somerville,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"329 Somerville Ave., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Jerry's Liquors,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1606 Total Wine - Burlington,Sales MA,Total Wine,"Total Wine - Burlington, 34 Cambridge Street, Unit 10, Burlington, MA 01803",Burlington,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"34 Cambridge Street, Unit 10, Burlington, MA 01803",Is Null,Aluminum Can,Is Null,Total Wine - Burlington,Massachusetts,2020 21,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1618 Rosemont West End,Sales Maine,Rosemont ME,"Rosemont West End, 40 Pine St, Portland, ME 04101",Portland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"40 Pine St, Portland, ME 04101",Is Null,Aluminum Can,Is Null,Rosemont West End,Maine,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1626 Empire Wine and Spirits (VMO Associates),Sales MA LKnife Territory,Independent,"Empire Wine and Spirits (VMO Associates), 182 Summer Street, Kingston, MA 02364",Kingston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"182 Summer Street, Kingston, MA 02364",Is Null,Aluminum Can,Is Null,Empire Wine and Spirits (VMO Associates),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,166 Burlington Wine & Spirits,Sales MA,Independent,"Burlington Wine & Spirits, 43 Middlesex Turnpike, Burlington, MA 01803",Burlington,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"43 Middlesex Turnpike, Burlington, MA 01803",Is Null,Aluminum Can,Is Null,Burlington Wine & Spirits,Massachusetts,2020 16,Is Null,Slow sell through,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,166 Burlington Wine & Spirits,Sales MA,Independent,"Burlington Wine & Spirits, 43 Middlesex Turnpike, Burlington, MA 01803",Burlington,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"43 Middlesex Turnpike, Burlington, MA 01803",Is Null,Aluminum Can,Is Null,Burlington Wine & Spirits,Massachusetts,2020 18,Is Null,Slow sell through,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,166 Burlington Wine & Spirits,Sales MA,Independent,"Burlington Wine & Spirits, 43 Middlesex Turnpike, Burlington, MA 01803",Burlington,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"43 Middlesex Turnpike, Burlington, MA 01803",Is Null,Aluminum Can,Is Null,Burlington Wine & Spirits,Massachusetts,2020 20,Is Null,Slow sell through,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,166 Burlington Wine & Spirits,Sales MA,Independent,"Burlington Wine & Spirits, 43 Middlesex Turnpike, Burlington, MA 01803",Burlington,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"43 Middlesex Turnpike, Burlington, MA 01803",Is Null,Aluminum Can,Is Null,Burlington Wine & Spirits,Massachusetts,2020 23,Is Null,Slow sell through,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1674 Proof (DBRC Ventures LLC),Sales MA,Independent,"Proof (DBRC Ventures LLC), 12 Main St., Somerville, MA 02145",Somerville,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"12 Main St., Somerville, MA 02145",Is Null,Aluminum Can,Is Null,Proof (DBRC Ventures LLC),Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1690 Kappy's - East Boston,Sales MA,Kappy's,"Kappy's - East Boston, 216 Border Street, East Boston, MA 02128",East Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"216 Border Street, East Boston, MA 02128",Is Null,Aluminum Can,Is Null,Kappy's - East Boston,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1704 Mall Liquors,Sales MA,Independent,"Mall Liquors, 525 Harvard st, Brookline, MA 02446",Brookline,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"525 Harvard st, Brookline, MA 02446",Is Null,Aluminum Can,Is Null,Mall Liquors,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1719 Madeira Liquors,Sales RI,Independent,"Madeira Liquors, 164 Ives St, Providence, RI 02906",Providence,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"164 Ives St, Providence, RI 02906",Is Null,Aluminum Can,Is Null,Madeira Liquors,Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1730 Douglas Wine & Spirits - Fairhaven,Sales MA,WS Retailers MA,"Douglas Wine & Spirits - Fairhaven, 1 People's Way, Fairhaven, MA 02719",Fairhaven,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1 People's Way, Fairhaven, MA 02719",Is Null,Aluminum Can,Is Null,Douglas Wine & Spirits - Fairhaven,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1737 The RiverFalls Complex,Sales RI,Independent,"The RiverFalls Complex, 74 South Main Street, Woonsocket, RI 02895",Woonsocket,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"74 South Main Street, Woonsocket, RI 02895",Is Null,Aluminum Can,Is Null,The RiverFalls Complex,Rhode Island,2020 23,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1737 The RiverFalls Complex,Sales RI,Independent,"The RiverFalls Complex, 74 South Main Street, Woonsocket, RI 02895",Woonsocket,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"74 South Main Street, Woonsocket, RI 02895",Is Null,Aluminum Can,Is Null,The RiverFalls Complex,Rhode Island,2020 24,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,174 Fenway Beer Shop,Sales MA,Independent,"Fenway Beer Shop, 96 Van Ness St., Boston, MA 02215",Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"96 Van Ness St., Boston, MA 02215",Is Null,Aluminum Can,Is Null,Fenway Beer Shop,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1742 Bar 25,Sales MA Seaboard,Independent,"Bar 25, 25 Main Street, Ayer, MA 01432",Ayer,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"25 Main Street, Ayer, MA 01432",Is Null,Aluminum Can,Is Null,Bar 25,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1746 Methuen Package Store (TAPP LLC),Sales MA Seaboard,Patel Group,"Methuen Package Store (TAPP LLC), 462 Lowell St, Methuen, MA 01844",Methuen,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"462 Lowell St, Methuen, MA 01844",Is Null,Aluminum Can,Is Null,Methuen Package Store (TAPP LLC),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1746 Methuen Package Store (TAPP LLC),Sales MA Seaboard,Patel Group,"Methuen Package Store (TAPP LLC), 462 Lowell St, Methuen, MA 01844",Methuen,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"462 Lowell St, Methuen, MA 01844",Is Null,Aluminum Can,Is Null,Methuen Package Store (TAPP LLC),Massachusetts,2020 19,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1749 Oak Hill Beverage,Sales Maine,Independent,"Oak Hill Beverage, 28 Adams Way, Scarborough, ME 04074",Scarborough,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"28 Adams Way, Scarborough, ME 04074",Is Null,Aluminum Can,Is Null,Oak Hill Beverage,Maine,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1754 Bells Cash Market,Sales MA,Independent,"Bells Cash Market, 246 Dorchester St., Boston, MA 02127",Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"246 Dorchester St., Boston, MA 02127",Is Null,Aluminum Can,Is Null,Bells Cash Market,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1754 Bells Cash Market,Sales MA,Independent,"Bells Cash Market, 246 Dorchester St., Boston, MA 02127",Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"246 Dorchester St., Boston, MA 02127",Is Null,Aluminum Can,Is Null,Bells Cash Market,Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1769 Friendly Discount - Westbrook,Sales Maine,Independent,"Friendly Discount - Westbrook, 922 Maine St., Westbrook, ME 04092",Westbrook,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"922 Maine St., Westbrook, ME 04092",Is Null,Aluminum Can,Is Null,Friendly Discount - Westbrook,Maine,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1778 Tully's Beer & Wine,Sales Maine,Independent,"Tully's Beer & Wine, 45 Wells Plaza, Wells, ME 04090",Wells,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"45 Wells Plaza, Wells, ME 04090",Is Null,Aluminum Can,Is Null,Tully's Beer & Wine,Maine,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1783 Marina Bay Market (Chinel),Sales MA,Independent,"Marina Bay Market (Chinel), 532 victory rd ,, Quincy, MA 02171",Quincy,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"532 victory rd ,, Quincy, MA 02171",Is Null,Aluminum Can,Is Null,Marina Bay Market (Chinel),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1796 Spruce Creek Provisions,Sales Maine,Independent,"Spruce Creek Provisions, 290 US 1, Kittery, ME 03904",Kittery,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"290 US 1, Kittery, ME 03904",Is Null,Aluminum Can,Is Null,Spruce Creek Provisions,Maine,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1805 Nature's Way Market,Sales Maine,Independent,"Nature's Way Market, 271 Main St., South Berwick, ME 03908",South Berwick,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"271 Main St., South Berwick, ME 03908",Is Null,Aluminum Can,Is Null,Nature's Way Market,Maine,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1805 Nature's Way Market,Sales Maine,Independent,"Nature's Way Market, 271 Main St., South Berwick, ME 03908",South Berwick,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"271 Main St., South Berwick, ME 03908",Is Null,Aluminum Can,Is Null,Nature's Way Market,Maine,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1805 Nature's Way Market,Sales Maine,Independent,"Nature's Way Market, 271 Main St., South Berwick, ME 03908",South Berwick,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"271 Main St., South Berwick, ME 03908",Is Null,Aluminum Can,Is Null,Nature's Way Market,Maine,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1832 Madden Beverage,Sales Maine,Independent,"Madden Beverage, 335 North St., Saco, ME 04072",Saco,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"335 North St., Saco, ME 04072",Is Null,Aluminum Can,Is Null,Madden Beverage,Maine,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1832 Madden Beverage,Sales Maine,Independent,"Madden Beverage, 335 North St., Saco, ME 04072",Saco,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"335 North St., Saco, ME 04072",Is Null,Aluminum Can,Is Null,Madden Beverage,Maine,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1833 Formaggio Kitchen Kendall (Formaggio Kitchen Inc.),Sales MA,Formaggio,"Formaggio Kitchen Kendall (Formaggio Kitchen Inc.), 94 Hampshire St., Cambridge, MA 02139",Cambridge,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"94 Hampshire St., Cambridge, MA 02139",Is Null,Aluminum Can,Is Null,Formaggio Kitchen Kendall (Formaggio Kitchen Inc.),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1837 Twisted Pizza (Effie Filippou's ) - Exeter,Sales RI,Independent,"Twisted Pizza (Effie Filippou's ) - Exeter, 567 South County Trail, Exeter, RI 02822",Exeter,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"567 South County Trail, Exeter, RI 02822",Is Null,Aluminum Can,Is Null,Twisted Pizza (Effie Filippou's ) - Exeter,Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1839 The Vault,Sales Maine,Independent,"The Vault, 84 Lisbon St., Lewiston, ME 04240",Lewiston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"84 Lisbon St., Lewiston, ME 04240",Is Null,Aluminum Can,Is Null,The Vault,Maine,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1839 The Vault,Sales Maine,Independent,"The Vault, 84 Lisbon St., Lewiston, ME 04240",Lewiston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"84 Lisbon St., Lewiston, ME 04240",Is Null,Aluminum Can,Is Null,The Vault,Maine,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1841 Curtis Liquors (Yogi Raj Corp. ),Sales MA,Jay Patel Group,"Curtis Liquors (Yogi Raj Corp. ), 486 Columbian Street, Weymouth, MA 02190",Weymouth,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"486 Columbian Street, Weymouth, MA 02190",Is Null,Aluminum Can,Is Null,Curtis Liquors (Yogi Raj Corp. ),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,5.00,$405.00
FAB 100,Sale,1852 Liquors 44 - Springfield,Sales Western MA,Liquors 44,"Liquors 44 - Springfield, 1522A Boston Rd, Springfield, MA 01129",Springfield,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1522A Boston Rd, Springfield, MA 01129",Is Null,Aluminum Can,Is Null,Liquors 44 - Springfield,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1854 Sweeney's Wine and Spirits,Sales RI,Independent,"Sweeney's Wine and Spirits, 408 Main Street, Wakefield, RI 02879",Wakefield,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"408 Main Street, Wakefield, RI 02879",Is Null,Aluminum Can,Is Null,Sweeney's Wine and Spirits,Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1864 Jamie's Plaza Liquors,Sales MA LKnife Territory,Independent,"Jamie's Plaza Liquors, 10 Merchant Way, Middleboro, MA 02346",Middleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"10 Merchant Way, Middleboro, MA 02346",Is Null,Aluminum Can,Is Null,Jamie's Plaza Liquors,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1882 The Spirit Shop - Williamstown,Sales Western MA,Independent,"The Spirit Shop - Williamstown, 280 Cole Ave, Williamstown, MA 01267",Williamstown,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"280 Cole Ave, Williamstown, MA 01267",Is Null,Aluminum Can,Is Null,The Spirit Shop - Williamstown,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,0.92,$74.25
FAB 100,Sale,19 Towne Liquors,Sales Western MA,Independent,"Towne Liquors, 384 Walnut St. Ext., Agawam, MA 01001",Agawam,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"384 Walnut St. Ext., Agawam, MA 01001",Is Null,Aluminum Can,Is Null,Towne Liquors,Massachusetts,2020 19,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
